الخطأ,الصواب,التفسير
كان المعلمُ نشيط.,كان المعلمُ نشيطاً.,"اسم كان يكون مرفوعاً"" و ""خبرها"" يكون منصوباً، والخبر ""نشيطاً لا يُرفع كما ورد في الخطأ السابق. قال تعالى: "" إِنَّ الله كَانَ غَفُوراً رَحِيماً"". فلفظ الجلالة : اسم كان مرفوع وعلامة رفعه الضمة الظاهرة على آخره وغفوراً خبر كان منصوب وعلامة نصبه الفتحة الظاهرة على آخره. ورحيماً : خبر ثان لكان منصوب وعلامة نصبه الفتحة الظاهرة على آخره. قال ابن مالك: 
تَرفعُ كَانَ المُبتدا أسماً وَالخَبَرْ * تنصِبُه كَكَانَ سيّداً عُمَرْ"
إن للتعليم دورٌ عظيم.,إن للتعليم دوراً عظيماً.,"اسم إن يكون منصوباً ولا يُرفع حتى لو تأخر شيئاً عن إنَّ أو إحدى أخواتها فكلمة ""دور تكون اسماً لإنَّ في الجملة السابقة، ومثله قول الحق سبحانه وتعالى -: ""إنَّ للمتقين مَفَاراً"". فكلمة مَفَازاً اسم إنَّ منصوبة وعلامة نصبها الفتحة الظاهرة على آخرها. وإنَّ وأخواتها كما يلي: إِنَّ وأنَّ : للتوكيد. ولعلَّ : للترجي. وكأنَّ : للتشبيه. وليت: للتمنى. ولكنَّ : للاستدراك. ولا: لنفي الجنس نصاً."
الإضغامُ مِنْ أحكام التجويد.,الإدغامُ مِنْ أحكام التجويد.,"تكتب كملة ""الإدغام"" بالدال وليست بالضاد، كما يتوهم من يسمع الكلمة. 
ومعلوم أن الإدغام نوعان : بغنة أو بغير غنة، فيكون بغنة مع حروف ""ينمو ويكون بغير غنة مع الراء واللام، وحروف الإدغام يجمعها قولهم : يرملون. والعمل بالتجويد أو تطبيق أحكامه فرض علـى كـل مسلم؛ لقوله تعالى: ""ورّتل القرآن ترتيلاً"""
مَنْ يسعى في الخير يلقى الجزاء.,مَنْ يسعَ في الخير يلق الجزاء.,"فعل الشرط وجواب الشرط مجزومان، ويكون الجزم بالسكون إذا كان الفعل صحيح الآخر مثل: من يدرس ينجح. ويكون الجزم بحذف النون مع الأفعال الخمسة مثل: ""يأيها الَّذِينَ آمَنُوا إِنْ تَنْصُرُوا اللهَ ينصِّركُمْ ويثبت أقدامكم"" ويكون الجزم بحذف حرف العلة إذا كان الفعل معتل الآخر ، وحروف العلة : الألف والواو والياء، وفي الصواب السابق حذفت الألف من يسعى"" وحذفت الألف من ""يلقى"" لكون الفعلين مجزومين لأنهما واقعان في الشرط والجواب."
أعجبني طالباً في الفصل.,أعجبني طالب في الفصل.,"الفاعل لا يكون منصوباً بأي شكل من الأشكال، ولكن الفاعل يكون مرفوعاً، وفي هذا المثال تكون ""طالب"" فاعلاً مؤخراً للفعل أعجبني وهذا الفعل يحتوى على (فعل + نون الوقاية، والياء المتصلة به، وهي الواقعة محلَّ المفعول به)، وبقى الفاعل المؤخر وهو كلمة طالبٌ، والضمير إذا كان مفعولاً به وجب أن يتصل بالفعل، ويؤخر الفاعلُ كما هو معروف في قواعد اللغة العربية. والنون في الجمل السابقة تكون حرف وقاية؛ لوقاية الفعل من الكسر بدونها ؛ لذا كانت لازمة في الأفعال."
ضع علامة (×) أمام العبارة الخاطئة.,ضع علامة (×) أمام العبارة الخطأ.,"لا يصح أن توصف العبارة بأنها ""خاطئة"" لأن معنى ""خاطئة"" أي مصرة على الذنب والدليل قول الحق تعالى: ""وجَاءَ فِرْعَونُ وَمَنْ قَبْله والمؤتفكاتُ بالخَاطِئة"" ويمكن أن نقول العبارة ""الخطأ"" أي: غير الصحيحة أو غير الصائبة، فهذا تعبير مقبول وأفضل من السابق. وهنا أمر لا بد من ذكره بالنسبة لكلمة غير، وقد شاع قولهم: لا تجب عن الأسئلة الغير مطلوبة. وهذا غير دقيق والصحيح أن نقول : لا تجب عن الأسئلة غير المطلوبة، لأن غير اسم مبهم لا يُعرفُ كما يقولُ علماء اللغة الأفذاذ."
إختار الإجابة الصحيحة.,اختر الإجابة الصحيحة.,"لا يصح أن نقول اختار كفعل أمر، ولكن اختر فيبني فعل الأمر على السكون ثم تحذف منه الألف، لأنها اجتمعت وهي ساكنة مع السكون العارض بسبب البناء فتحذف الألف بسبب التقاء الساكنين. أما الهمزة تحت الألف أيضاً فغير صحيحة، لأن الفعل همزته همزة وصل ولا يصح وضع همزة قطع تحت الكلمة أو الفعل الذي همزته همزة وصل. ومن الجدير ذكره أنَّ اللغة العربية تستخدم كلمة ""مُختار"" اسم فاعل، و""مختار"" اسم مفعول ، والذي يفرق بينهما هو السياق."
يقولُ الطَّالبُ : قلّمتُ أظافري.,يقولُ الطَّالبُ : قلّمتُ أظفاري.,"التعبير اللغوي السليم أن نقول : قلمت أظفاري وليست أظافري كما هو شائع لدى المتحدثين باللغة العربية الحديثة الآن. و""أظفار "" جمع ظفر "" وفي المثل: ""ما حقَّ جِلْدِكَ مثْلُ ظُفْرك"". وقص الأظفار أو تقليمها من سنن الفطرة النبوية والتي عدها النبي محمد. وقد قال الشاعر : 
وإِذَا المنية أنشبتْ أظفارها * ألفيت كل تميمة لا تنفع! 
وقد نستخدم كلمة ""قلم"" في القول: قلمت الشجرة."
اذكر أسباب تدني التحصيل؟,اذكر أسباب تدني التحصيل.,"لا يصح أن نضع علامة الاستفهام عقب السؤال الذي بدأ بفعل الأمر مثل : اذكرْ ، صِفْ عَدِّدْ، قَارِنْ، كل هذه الأفعال يصح أن نسأل بها، لكن لا يصح أن تختم جملة السؤال بعلامة الاستفهام ""؟"" كما نرى لدى كثير من الذين يضعون الاختبارات المتنوعة. والتحصيل : مصدر للفعل الرباعي : حَصَّل. فتقول: حَصَّلَ الطالبُ تَحْصيلاً رائعاً. وتنصب المصدر على المفعول المطلق؛ لأنه مصدر من جنس الفعل في جملته وهو مصدر كما ذكرت مفعول مطلق مبين للنوع، لأنه وُصِفَ بكلمة ""رائعاً""."
هذه ورقة حمراءٌ.,هذه ورقة حمراءُ.,"لا يصح تنوين الممنوع من الصرف في حالة من حالاته إن كان مرفوعاً أو منصوبا أو مجروراً ولا ينون إلا إذا كان في ضرورة الشعر مثل قول البارودي: 
قؤول وأحلام الرجالِ عوازبٌ * صؤول وأفواه المنايَا فَوَاغِرُ
فقد نون كلمة "" عوازب"" وهي ممنوعة من الصرف، وجاء التنوين ضرورة شعرية وهي رخصة أجيزت للشعراء فحسب. والأفضل أن تجمع حمراء على : حُمْر ، وكذلك بيضاء على بيض وسوداء على سُوْد ، وزرقاء على زُرق ... وهكذا، وتستثنى كلمة خضراء فتجمع على خَضْراوات وخُضر."
بما تَصِفُ البطل في القصة؟,بمَ تَصِفُ البطل في القصة؟,"إذا دخل حرف الجر على اسم الاستفهام "" ما"" تحذف منه الألف، ولا يصح إثبات هذه الألف مثل قوله تعالى: ""عم يتَساءَلُون""، فَحُذفت الألف لدخول حرف الجر على ما الاستفهامية كما مَرَ من قبل. ويمكن أن تستخدم في السؤال: بماذا نصفُ البطل في القصة ؟ وبأي شيء يمكن أن تصف البطل في القصة ؟ وماذا كان حال البطل في القصة ؟... وهكذا. والبطل مفرد وجمعه : أبطال، والقصة مفرد جمعها : قصص ."
يقولُ المعلم للطالبة : هات جملة مفيدة.,يقولُ المعلم للطالبة : هاتي جملة مفيدة.,"نستخدم في اللغة العربية ""هاتِ"" للمذكر و ""هاتي"" للمؤنث في الأسئلة، ولكن لا يصح قلب الاستخدام فنجعل ما يكون للمذكر للمؤنث أو للمؤنث للمذكر. ولكن إذا كان الفصل به طلاب وطالبات عندئذ يصح استخدام التغليب فنستخدم ما هو للمذكر ""هات"" وهكذا وخلاصة الأمر أن: هات: للمذكر هاتي: للمؤنث ويمكن أن نستخدم هات"" للتغليب أي: إذا كان في الفصل طلاب وطالبات فنغلب المذكر على المؤنث. يقول المعلم للطالبة : هاتي جملة مفيدة."
ناضل المسلمون عبر التاريخ.,ناضل المسلمون عَبْرَ التاريخ.,"كلمة ""عَبْرَ"" بفتح العين أدق من كسرها؛ لذا لا يصحح أن نقول ""عِبْرَ"" كما نسمع ممن يتحدثون بلغة الضاد وكلمة عَبْرَ"" ظرف منصوب وعلامة نصبه الفتحة الظاهرة على آخره. وهي بمعنى "" ""خلال. وتختلف كلمة ""عَبْرَ"" عن كلمة ""عَبْرَة التي جاءت في قول الشاعر : 
يا لَلغُروب وما به مِن عَبرَةٍ * للمُستهام وعِبْرة للرائي !
وعَبْر بمعنى: خِلال وعَبْرة بمعنى دَمْعة، وعبرة بمعنى: عِظَة."
